ts	phase	decision	why	evidence	result
2026-09-08T17:38:07Z	desktop	DesktopBackendManager.test.ts: retain /.well-known/kata/environment and add upstream no-pruned-runtime assertion.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-desktop-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:07Z	desktop	ElectronProtocol.ts/tests: retain Kata exported protocol helpers and all privileged schemes explicitly declared in branding policy; take upstream media-src CSP allowance with katacode scheme.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-desktop-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:07Z	desktop	linuxSecretStorage.ts: retain Kata GNOME/KWallet remediation resolution and visible wording.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-desktop-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:07Z	desktop	BrowserSession.ts: take upstream ephemeral/profile partition behavior, preserving Kata persistent namespace and branding the new ephemeral namespace consistently.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-desktop-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:07Z	desktop	DesktopUpdates.ts/tests: take upstream install/recovery reservation state machine and factored test harness. It retains restart-on-install-failure and macOS window lifetime behavior previously fixed by Kata, while adding duplicate error/recovery concurrency coverage. Retain remaining Kata tests and express destroyed-window assertion through new installSteps harness.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-desktop-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:07Z	desktop	DesktopWindow.test.ts: retain Kata webContents event-listener behavior and revealedWindows assertions; combine upstream focus/isDestroyed mocks, prepareReveal and onReveal callback.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-desktop-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:07Z	desktop	desktop vite config: take upstream browser-secret build before preview CSS and packaging; keep scoped CLI dependency and KATACODE_DESKTOP_DEV.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-desktop-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:07Z	desktop	build-desktop-artifact.ts/tests: retain forceCodeSigning for signed mac builds, conditional provisioning/entitlements, scoped release identity and branded protocol handler helper; take upstream screen-capture entitlement description/custom mac signer and native packaging. Combine NodeFS regression-asset test import with upstream crypto/path/symlink checks.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-desktop-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T18:22:19Z	mobile	SKIP six new T3 Android PNGs; retain Kata universal foregrounds and use existing Kata iOS PNGs for Android splash	Intake KEEP Kata assets; upstream exporter writes only unused outputs and cannot overwrite selected assets	apps/mobile/app.config.ts; assets/README.md; scripts/export-android-icons.ts; /tmp/kat-3297-android-{development,preview,production}.json; /tmp/kat-3297-android-typecheck.log	Expo config resolves all three variants and asset paths exist; mobile typecheck passed; monochrome asset debt deferred
2026-09-08T18:28:25Z	persistence	Retain shipped Kata migration IDs 41/42 and map upstream 41..49 to 43..51	Applied migration identities cannot be overwritten; incoming operations preserve their order	apps/server/src/persistence/Migrations.ts; apps/server/src/persistence/Migrations/KataUpstreamUpgrade.test.ts	18 migration test files and 19 tests pass; second migration run is empty
2026-09-08T18:28:25Z	desktop	Supersede earlier secret-storage retain note: remove unused resolveLinuxSecretStorageUnavailableMessage	Upstream refactor has no callers for the obsolete Kata remediation helper	apps/desktop/src/linuxSecretStorage.ts; docs/upstream/kat-3297-intake.md	Active keyring handling retained; desktop 1313 tests pass
2026-09-08T18:28:25Z	identity	Keep internal Effect service identifiers and suppress deterministicKeys naming checks in new service modules	FORK policy explicitly retains internal T3 identifiers; this diagnostic enforces package-based naming	FORK.md; apps/server/src/desktopUpdate/DesktopAppUpdate.ts	All 18 workspace typechecks pass
2026-09-08T18:28:25Z	ci	Take upstream check/test sharding/native jobs on Kata GitHub runners; keep release workflow	Runtime build changes are needed while release ownership remains Kata	 .github/workflows/ci.yml; .github/workflows/release.yml	Desktop pipeline and preload verifier pass; remote CI pending
2026-09-08T18:28:25Z	identity	Skip upstream security policy and unused apt-mirror action; retain branded triage playbook/template	Do not direct Kata security reports to T3; new triage CLI fetches the repository playbook	apps/server/src/cli/triagePrompt.ts; .github/triage/PLAYBOOK.md; .github/ISSUE_TEMPLATE/via-triage.yml	Playbook byte identity tested; removed unrelated policy/action
2026-09-08T18:28:25Z	docs	Keep Kata auth-flow HTML required by wire identity scan; consolidate obsolete CI/scripts docs	Preserve Kata-specific reference and required signing facts while taking upstream documentation structure	docs/internals/t3-code-connect-auth-flow.html; docs/operations/release.md; scripts/check-connect-wire-identity.test.ts	Connect wire scan passes; APPLE_TEAM_ID remains repository secret
2026-09-08T18:28:25Z	tests	Update stale package/binary/endpoint/media test fixtures to retained Kata behavior	Upstream fixtures expected t3 CLI and raw protocol-relative URLs; Kata uses katacode and HTTPS native URLs	packages/ssh/src/runnerProcess.test.ts; packages/client-runtime/src/markdownImages.test.ts; apps/mobile/src/lib/markdownMedia.test.ts	SSH48, client1351, mobile1399, web4498 tests covered green
2026-09-08T18:28:25Z	verification	Run process and socket tests outside restrictive sandbox	Sandbox EPERM failures reproduced in unmodified upstream; no production workaround added	apps/server/src/processRunner.ts; /tmp/kat-3297-process-fixes/evidence.md	ProcessRunner and VcsProcess34 tests pass
2026-09-08T18:28:25Z	review	Remove unnecessary helper exports instead of labeling them public contracts	No-comments review found two local-only branding helpers incorrectly exempted from Knip	packages/shared/src/branding.ts	Two comment deletions and two export removals; naming-policy exceptions retained
2026-09-08T18:28:25Z	uat	Pair browser and inspect Docker preview in disposable home	Prove visible Kata identity and default-off behavior through actual UI	docs/upstream/kat-3297-verification.md; uat-evidence/web-20260908-181834-b0d70992/	Kata Code Dev title; Sandboxes preview unchecked; no provider response claimed
